result,mean_10_home_goal,mean_10_home_possesion_pct,mean_10_home_shot_on_goal,mean_10_home_shot,mean_10_home_corner,mean_10_away_goal,mean_10_away_possesion_pct,mean_10_away_shot_on_goal,mean_10_away_shot,mean_10_away_corner
3,1.3,0.518,4.0,13.8,4.8,1.1,0.4670000000000001,3.8,10.9,4.6
0,0.5,0.48199999999999993,2.5,9.9,4.0,0.9,0.382,2.9,8.0,3.7
3,1.8,0.398,4.9,12.1,5.8,0.7,0.418,2.9,9.2,4.0
3,1.9,0.502,4.1,9.4,4.5,1.4,0.633,5.3,14.3,6.6
3,1.7,0.542,4.5,12.5,5.7,0.4,0.4010000000000001,1.8,7.1,4.9
0,1.0,0.44299999999999995,4.2,13.4,5.2,1.3,0.55,4.4,11.8,5.9
0,0.8,0.47000000000000003,3.9,12.0,5.3,1.4,0.567,5.2,12.8,5.7
1,0.9,0.505,4.2,13.3,5.6,0.9,0.48599999999999993,4.0,11.9,3.9
1,1.2,0.46900000000000003,4.2,12.6,5.4,0.6,0.44699999999999995,2.4,10.2,4.6
3,3.0,0.682,7.4,18.4,5.9,0.6,0.403,2.5,8.4,3.7
3,1.3,0.457,2.7,10.3,5.4,1.1,0.595,5.0,13.7,4.3
1,1.1,0.472,4.1,12.2,4.4,1.3,0.49000000000000005,3.6,11.6,5.6
0,0.6,0.48999999999999994,3.0,10.6,3.8,1.1,0.383,3.6,10.4,5.5
3,1.4,0.471,3.9,11.2,5.6,1.0,0.5229999999999999,3.2,9.2,4.9
1,2.4,0.6050000000000001,7.1,17.4,5.1,1.9,0.4920000000000001,5.8,13.8,5.9
3,1.8,0.40700000000000003,3.4,12.2,3.6,1.0,0.43100000000000005,2.9,8.8,3.6
3,1.0,0.442,3.9,12.5,5.6,0.8,0.44300000000000006,2.5,8.6,4.1
3,1.6,0.409,3.2,11.8,4.0,0.4,0.5309999999999999,3.5,11.4,4.1
3,1.7,0.5509999999999999,4.4,12.2,5.5,0.8,0.438,2.0,8.0,4.2
1,0.9,0.43900000000000006,2.3,9.7,5.3,1.1,0.556,4.4,11.8,5.8
3,2.4,0.605,7.4,17.8,5.1,0.5,0.44399999999999995,2.5,7.5,4.1
0,0.9,0.45999999999999996,3.6,11.4,5.7,1.7,0.632,4.6,15.6,6.8
0,0.7,0.496,3.2,10.9,4.6,1.0,0.5050000000000001,4.7,12.9,4.6
0,1.2,0.512,4.0,13.7,4.8,1.2,0.5239999999999999,3.1,8.9,4.7
1,1.1,0.449,4.2,11.7,4.4,0.6,0.397,2.0,7.5,4.5
0,1.6,0.393,4.9,12.2,5.3,0.7,0.381,2.1,6.0,2.9
3,2.9,0.6819999999999999,7.5,19.8,7.2,1.1,0.40599999999999997,2.9,8.6,3.3
3,1.2,0.505,3.8,10.6,6.9,1.4,0.475,3.7,11.5,5.2
1,1.1,0.43500000000000005,4.2,12.4,5.0,0.7,0.386,3.2,9.1,5.3
0,1.3,0.43499999999999994,3.0,11.1,6.2,1.8,0.505,5.8,13.7,6.0
1,2.4,0.596,6.7,16.1,4.7,1.1,0.38299999999999995,3.5,10.5,5.0
3,2.6,0.6599999999999999,6.4,16.0,8.6,1.7,0.632,4.8,15.3,6.4
0,1.3,0.45,3.3,10.3,6.9,1.1,0.48199999999999993,3.7,10.6,4.2
3,1.7,0.45599999999999996,4.1,11.4,5.7,1.0,0.6289999999999999,5.4,15.6,5.5
3,1.4,0.513,4.0,13.0,4.2,0.8,0.43200000000000005,2.4,7.7,3.8
0,1.6,0.394,3.1,11.3,3.3,2.0,0.669,6.3,18.0,7.7
0,1.0,0.426,4.1,12.9,5.0,1.3,0.649,5.3,14.2,6.2
1,0.8,0.507,3.5,11.8,5.9,1.0,0.417,3.0,9.1,4.0
3,1.0,0.417,3.6,11.4,5.7,1.0,0.5349999999999999,3.0,9.3,5.4
1,1.8,0.418,4.6,11.7,5.3,0.7,0.441,2.8,10.7,5.1
3,1.2,0.52,4.4,13.5,6.0,0.4,0.398,1.9,6.9,4.7
3,1.9,0.5960000000000001,6.6,16.7,7.4,1.1,0.47700000000000004,3.3,10.7,4.8
0,1.1,0.47800000000000004,3.9,12.8,4.6,1.0,0.46699999999999997,3.4,11.9,3.9
3,3.2,0.692,7.2,19.2,6.2,0.2,0.487,3.3,10.1,3.7
0,1.3,0.496,4.7,13.0,5.1,0.8,0.4,3.0,8.6,3.8
1,0.8,0.48200000000000004,3.7,12.2,5.7,1.2,0.5609999999999999,4.1,11.6,5.9
0,1.6,0.531,4.3,12.1,4.8,1.6,0.5569999999999999,4.7,11.8,5.5
3,2.2,0.511,4.5,10.1,4.6,0.9,0.43500000000000005,3.3,10.3,4.5
0,2.1,0.599,6.1,15.6,5.1,1.0,0.41600000000000004,2.7,8.6,3.7
0,0.7,0.504,3.2,11.5,5.4,1.8,0.622,4.9,15.0,6.4
0,1.2,0.41400000000000003,2.9,10.6,5.4,1.1,0.636,5.3,15.6,5.4
0,1.5,0.454,4.1,11.2,5.3,1.0,0.47300000000000003,3.2,9.9,3.7
0,1.2,0.44700000000000006,3.1,9.6,7.2,1.3,0.48500000000000004,3.5,10.8,4.7
0,1.4,0.433,4.2,11.8,5.2,1.1,0.43200000000000005,3.0,9.9,4.7
3,2.3,0.532,4.6,10.1,5.1,1.1,0.378,3.6,10.9,4.9
0,1.2,0.48600000000000004,3.3,11.9,4.3,2.1,0.696,6.9,18.7,8.2
3,1.0,0.44700000000000006,3.6,12.1,6.2,0.4,0.399,2.0,6.5,4.6
0,0.9,0.43,3.6,11.5,5.2,1.2,0.47400000000000003,3.5,12.1,3.8
3,2.0,0.558,4.9,13.2,6.1,1.1,0.381,3.4,9.0,3.8
0,1.9,0.5690000000000001,6.6,16.2,6.7,1.4,0.643,5.2,14.7,7.0
0,1.1,0.492,4.0,13.0,4.9,1.5,0.547,5.1,13.0,6.0
3,1.7,0.421,4.3,12.1,4.6,1.2,0.484,3.3,10.3,4.3
0,3.2,0.691,7.3,19.2,5.7,1.3,0.587,5.0,14.6,5.3
3,3.0,0.637,6.8,17.4,8.9,1.2,0.505,3.3,8.6,5.3
1,1.6,0.487,4.9,12.1,5.9,1.1,0.43200000000000005,3.0,10.0,4.9
1,1.4,0.403,2.9,10.1,5.2,2.0,0.646,5.4,15.6,7.0
0,1.0,0.47300000000000003,3.4,11.6,5.2,1.0,0.425,3.1,10.8,5.1
0,1.1,0.43600000000000005,3.2,9.7,7.0,2.0,0.575,6.0,11.5,3.5
0,0.7,0.45199999999999996,3.4,11.6,6.3,1.1,0.496,3.5,10.2,3.7
3,0.7,0.453,3.6,11.4,5.7,1.6,0.542,6.0,14.1,6.2
0,0.8,0.5090000000000001,3.2,11.7,5.6,1.7,0.5429999999999999,4.5,11.1,5.2
0,1.3,0.512,4.6,13.5,5.1,1.5,0.55,4.0,11.0,5.5
3,1.7,0.5,4.9,12.6,5.2,0.7,0.382,2.9,9.0,3.1
3,4.0,0.5,7.0,10.0,5.0,0.9,0.5269999999999999,4.0,11.1,3.4
3,2.9,0.646,6.7,17.2,9.0,3.0,0.51,3.0,6.0,0.0
0,1.1,0.45099999999999996,3.6,11.4,5.1,1.2,0.528,3.4,8.9,5.4
0,1.8,0.577,5.7,14.8,4.9,2.1,0.553,4.3,12.1,5.0
3,1.6,0.44800000000000006,4.6,13.2,6.2,1.4,0.659,5.4,14.8,7.3
3,2.3,0.5469999999999999,4.7,9.7,5.2,0.5,0.41000000000000003,2.0,6.8,4.6
3,1.2,0.45500000000000007,3.9,12.0,5.1,1.2,0.39799999999999996,3.4,9.0,3.9
3,1.2,0.46699999999999997,3.4,12.4,4.4,0.8,0.54,3.8,11.2,3.3
3,1.4,0.533,5.0,13.6,5.0,0.6,0.373,2.8,8.3,2.8
0,1.9,0.5690000000000001,4.4,13.1,6.5,1.4,0.356,4.0,11.6,5.0
1,2.5,0.51,7.0,11.0,6.0,1.6,0.673,5.9,18.8,8.8
3,3.1,0.6839999999999999,7.1,18.9,6.0,1.0,0.506,3.4,9.5,5.4
3,2.0,0.48900000000000005,4.9,12.3,5.1,1.4,0.485,3.6,12.3,4.5
3,2.0,0.575,6.4,16.1,6.5,0.9,0.386,2.4,7.8,3.7
1,0.8,0.442,3.5,11.1,6.5,1.4,0.48600000000000004,3.1,12.2,4.2
0,1.2,0.46099999999999997,4.1,12.0,5.0,2.1,0.556,5.5,12.9,5.5
0,1.6666666666666667,0.5666666666666668,5.333333333333333,11.666666666666666,6.666666666666667,1.0,0.46799999999999997,3.2,10.2,4.3
1,1.7,0.488,5.2,11.8,5.5,1.6,0.372,4.2,12.3,4.9
1,1.2,0.44400000000000006,3.7,10.3,6.7,0.8,0.541,4.0,11.5,3.2
1,1.2,0.41600000000000004,3.1,9.9,5.0,1.0,0.413,3.6,9.4,3.9
1,2.0,0.476,4.6,11.7,4.7,1.4,0.646,5.7,15.7,7.1
0,1.5,0.552,4.1,12.3,6.0,0.9,0.437,2.9,10.7,5.4
1,2.1,0.5690000000000001,6.1,15.3,5.4,1.6,0.538,5.1,12.8,5.4
3,3.0,0.646,6.8,17.5,8.5,0.5,0.4090000000000001,1.8,6.9,4.4
1,1.8,0.555,5.4,13.8,5.3,2.0,0.626,5.1,14.3,6.6
0,1.4,0.425,4.5,12.8,6.2,2.3333333333333335,0.58,7.0,16.666666666666668,4.0
0,1.0,0.46799999999999997,4.3,12.3,4.5,2.2,0.556,4.1,11.4,5.2
1,0.8,0.503,3.3,11.2,5.9,0.6,0.38,2.6,7.7,2.7
0,2.2,0.542,4.7,9.8,5.7,1.3,0.575,4.4,13.4,5.1
3,0.8,0.49399999999999994,3.1,10.9,4.4,0.6,0.40800000000000003,2.6,8.4,2.8
1,1.2,0.484,3.4,13.0,4.4,1.0,0.42400000000000004,2.9,9.6,4.8
0,1.0,0.51,3.3,12.0,4.9,0.9,0.394,3.1,8.7,3.9
3,1.4,0.488,3.6,13.0,4.4,0.8,0.396,3.1,8.8,3.9
0,1.5,0.5925,5.0,11.5,7.5,1.7,0.549,4.9,13.5,5.4
3,1.4,0.45599999999999996,4.0,11.6,4.7,0.8,0.49800000000000005,3.3,10.0,3.6
0,0.8,0.4600000000000001,3.8,12.0,4.4,2.1,0.6399999999999999,5.7,15.0,6.4
3,2.8,0.6569999999999999,6.4,16.8,8.0,1.7,0.377,4.5,12.4,5.0
3,1.7,0.49799999999999994,5.2,12.4,5.7,1.2,0.4779999999999999,2.7,10.9,4.1
0,1.0,0.425,3.2,9.0,6.1,1.7,0.6739999999999999,6.3,18.1,8.4
0,1.8,0.5439999999999999,5.1,13.0,5.5,1.1,0.496,3.4,8.9,5.0
3,1.5,0.532,5.7,14.3,5.7,1.0,0.43100000000000005,2.9,9.0,4.5
0,1.5,0.42699999999999994,5.1,12.9,6.1,2.0,0.5429999999999999,5.1,12.0,4.4
3,2.5,0.578,6.9,15.6,5.1,0.5,0.4,1.8,6.5,4.6
1,1.8,0.422,4.1,12.0,4.5,1.6,0.676,6.1,18.4,8.5
3,1.2,0.4159999999999999,3.8,10.8,5.9,2.0,0.5975,6.0,14.75,4.5
3,1.6,0.44000000000000006,4.2,12.4,5.0,0.8,0.525,4.3,12.0,3.6
0,1.8,0.484,3.9,11.0,4.8,2.4,0.554,5.6,13.3,5.2
1,0.7,0.495,3.4,12.1,6.1,0.8,0.418,3.1,8.9,3.9
3,1.4,0.5349999999999999,5.1,13.8,5.3,1.0,0.491,3.4,9.7,3.6
0,1.8,0.533,4.2,9.6,5.5,1.1,0.434,3.2,11.4,5.8
1,3.0,0.667,6.7,17.1,4.7,1.4,0.628,5.4,15.0,6.6
3,1.4,0.552,4.0,11.9,6.2,1.0,0.48200000000000004,3.0,9.5,4.0
0,1.0,0.418,3.0,10.2,5.4,2.0,0.5690000000000001,3.6,11.0,5.1
3,1.6,0.5489999999999999,4.9,12.6,6.0,0.6,0.40199999999999997,2.7,8.3,2.3
0,1.0,0.497,3.4,10.8,4.1,0.9,0.495,3.5,9.2,3.8
3,2.8,0.644,7.0,16.7,7.4,1.7,0.536,4.9,12.7,5.0
3,1.7,0.46699999999999997,4.9,11.5,5.3,1.6,0.6719999999999999,6.1,18.5,8.7
0,1.6,0.437,4.9,13.0,6.1,1.3,0.489,2.8,10.7,4.2
3,0.9,0.46299999999999997,4.0,11.5,4.3,0.7,0.41600000000000004,3.3,9.1,3.9
1,1.2,0.6060000000000001,4.8,14.2,7.0,1.1,0.49700000000000005,3.6,9.5,5.1
0,1.4,0.43099999999999994,3.7,10.3,4.3,2.1,0.638,5.4,14.1,5.4
0,0.9,0.41,3.4,8.6,5.1,1.6,0.395,4.4,13.2,4.8
1,1.2,0.493,3.9,13.1,4.7,2.0,0.532,5.1,11.7,3.9
0,1.6,0.538,4.0,10.0,5.7,0.9,0.491,3.1,9.2,3.9
3,1.5,0.44000000000000006,3.7,11.6,4.9,1.1,0.44000000000000006,3.3,11.2,5.7
0,1.7,0.48200000000000004,4.2,10.9,3.9,1.8,0.594,6.0,16.4,4.0
0,1.5,0.536,5.3,12.5,5.3,2.5,0.5650000000000001,5.9,13.9,5.3
0,1.1,0.42899999999999994,3.2,10.2,5.9,1.2,0.418,3.4,9.6,4.3
0,1.5,0.588,4.0,12.5,6.5,0.9,0.512,4.3,12.2,4.1
1,2.3,0.589,6.5,15.2,5.1,1.9,0.558,3.4,11.0,4.9
3,3.3,0.659,6.6,17.0,4.7,0.8,0.403,3.2,9.1,3.6
1,0.8,0.469,2.9,10.9,5.7,1.5,0.617,5.5,14.9,6.4
3,1.0,0.414,3.3,10.9,6.2,0.5,0.3960000000000001,2.2,8.1,5.1
0,1.6,0.437,4.1,12.8,4.9,2.7,0.57,6.0,14.0,4.9
3,2.2,0.575,6.5,15.8,5.3,1.6666666666666667,0.585,5.5,15.0,4.0
1,0.7,0.462,3.3,10.7,4.4,1.0,0.514,4.0,10.2,4.2
3,3.2,0.6609999999999999,5.9,16.5,5.1,0.9,0.484,4.0,11.4,4.0
3,1.8,0.5660000000000001,5.6,13.5,5.6,0.5,0.37400000000000005,2.1,7.7,5.1
3,3.0,0.631,7.0,16.4,6.9,0.7,0.472,2.8,9.1,3.8
3,1.8,0.458,4.9,11.0,4.9,1.0,0.508,3.2,9.3,5.2
0,0.7,0.476,2.8,11.2,5.1,1.9,0.5389999999999999,4.5,10.5,3.5
0,1.1666666666666667,0.6116666666666667,5.166666666666667,14.0,6.666666666666667,1.8,0.4,4.6,13.7,4.7
3,1.4,0.5770000000000001,3.9,12.5,6.5,1.3,0.47800000000000004,3.1,11.2,4.7
1,1.1,0.42799999999999994,3.4,10.8,5.5,1.9,0.5599999999999999,3.8,11.1,5.1
0,1.5,0.534,4.4,10.9,6.4,0.9,0.41,3.4,10.0,3.9
0,0.8,0.40599999999999997,3.2,8.5,5.2,2.9,0.5690000000000001,6.3,14.3,4.6
0,0.9,0.398,3.1,8.0,4.7,1.8,0.5379999999999999,5.1,12.5,4.8
0,1.2,0.5,4.5,13.6,5.0,1.2,0.43600000000000005,3.4,12.1,5.9
1,1.0,0.48599999999999993,3.4,10.6,4.2,1.6,0.622,5.8,15.1,6.6
1,1.4,0.567,4.5,12.5,6.2,1.6,0.654,5.9,18.7,7.9
3,1.8,0.48,4.3,11.0,4.4,1.9,0.6359999999999999,5.2,13.2,5.0
0,0.9,0.40599999999999997,3.3,10.5,5.9,1.5,0.46799999999999997,4.3,13.6,6.6
1,1.3,0.42699999999999994,3.8,10.2,4.1,0.9,0.488,4.1,11.9,4.4
0,1.1,0.40499999999999997,3.3,9.6,5.1,2.3,0.634,6.3,15.4,6.7
1,0.8,0.5109999999999999,3.1,12.5,6.1,0.6,0.36900000000000005,2.3,7.8,4.8
3,2.3,0.5940000000000001,6.2,15.4,5.3,1.8,0.41,4.4,13.3,4.7
3,1.7,0.5399999999999999,5.3,13.6,6.3,1.7142857142857142,0.5857142857142856,5.285714285714286,15.285714285714286,5.285714285714286
0,1.6,0.45,4.8,10.3,4.5,1.9,0.517,5.2,12.7,4.6
3,0.8,0.45299999999999996,2.9,9.6,4.1,0.7,0.484,2.9,9.7,4.3
3,1.8,0.487,4.3,11.2,4.5,0.9,0.5189999999999999,2.9,9.6,4.9
0,1.8,0.561,5.6,13.2,5.8,1.6,0.641,6.2,18.7,7.8
1,1.4,0.45999999999999996,3.9,12.7,5.2,1.1,0.446,4.0,10.7,4.4
3,2.8,0.6340000000000001,7.4,16.0,7.0,1.9,0.516,3.8,11.0,4.9
1,1.5,0.47000000000000003,5.2,14.9,7.0,0.8,0.409,3.4,9.8,3.9
0,1.4,0.5720000000000001,3.9,12.8,6.3,1.1,0.5,4.1,10.1,4.3
1,2.8,0.666,5.9,17.2,6.1,0.7,0.394,2.3,8.1,2.0
1,0.9,0.495,3.6,10.8,4.2,1.3,0.49799999999999994,3.3,11.1,4.8
3,1.7142857142857142,0.6228571428571429,5.857142857142857,15.571428571428571,6.714285714285714,1.3,0.387,3.1,9.2,3.9
1,1.2,0.517,4.0,10.5,6.0,1.7,0.552,4.1,10.7,3.9
3,1.3,0.49000000000000005,4.7,13.8,4.9,1.8,0.6199999999999999,4.9,12.8,5.3
3,1.3,0.43,3.6,10.3,4.5,0.7,0.41000000000000003,2.8,8.7,2.0
0,1.0,0.42000000000000004,3.5,11.2,5.9,1.0,0.425,3.8,10.2,4.1
3,1.8,0.46099999999999997,6.0,15.8,7.2,1.1,0.45899999999999996,4.5,11.3,4.1
1,1.4,0.493,5.2,13.9,5.5,2.0,0.497,4.1,10.7,3.9
0,0.7,0.40700000000000003,3.1,8.8,5.2,1.2,0.508,4.1,9.7,4.0
0,0.7,0.517,3.1,12.6,6.0,0.8,0.521,2.7,9.9,4.8
1,0.9,0.507,3.7,11.3,4.8,1.6,0.5439999999999999,3.9,9.4,3.7
3,1.4,0.519,4.0,10.9,5.7,1.6,0.623,4.6,13.3,5.3
3,2.6,0.694,5.9,16.9,6.5,0.9,0.36700000000000005,2.6,8.7,3.9
1,1.3,0.5740000000000001,3.7,12.3,6.5,2.8,0.553,6.1,14.0,4.1
3,1.3,0.529,4.6,12.8,5.7,0.7,0.46900000000000003,3.3,10.0,4.4
1,2.1,0.587,5.8,14.9,5.9,1.5,0.457,4.3,13.2,6.1
1,1.1,0.397,3.6,9.9,4.0,2.0,0.651,5.9,14.5,6.9
0,1.7,0.508,4.1,11.1,4.7,1.3,0.396,3.8,11.6,4.4
3,1.3,0.53,5.1,13.9,5.8,1.6,0.48,4.5,13.8,6.6
3,1.7,0.563,5.2,11.8,5.3,1.9,0.6489999999999999,5.2,13.8,6.6
1,1.0,0.39599999999999996,3.0,8.7,4.6,1.9,0.521,5.0,13.1,5.0
0,0.6,0.378,2.8,8.8,5.2,1.1,0.52,3.5,10.7,4.8
3,1.8,0.43499999999999994,5.3,11.1,4.3,1.8888888888888888,0.61,5.333333333333333,15.444444444444445,5.777777777777778
3,1.2,0.39899999999999997,2.9,8.3,4.7,0.5,0.389,2.4,7.7,4.5
1,1.0,0.541,3.5,13.6,6.3,0.9,0.462,3.2,9.7,4.4
1,2.7,0.641,7.2,17.1,7.1,0.7,0.386,2.2,7.6,1.9
0,0.8,0.378,3.1,9.4,5.6,2.125,0.6075,5.375,15.125,5.875
1,1.7,0.598,5.5,13.2,6.0,1.6,0.404,4.0,12.4,4.6
1,1.6,0.45099999999999996,3.8,11.7,4.7,1.4,0.512,3.5,11.6,5.0
3,0.8,0.43499999999999994,2.7,9.2,4.3,0.5,0.379,2.3,7.5,4.4
0,2.1,0.5740000000000001,5.4,13.6,5.6,1.9,0.6119999999999999,6.2,17.9,6.8
0,1.1,0.38699999999999996,3.2,8.5,3.8,2.0,0.522,4.8,12.7,5.0
3,1.625,0.60875,5.625,15.0,6.375,0.7,0.4109999999999999,3.6,10.4,4.8
3,1.2,0.5700000000000001,4.3,12.4,6.5,0.8,0.35700000000000004,2.5,8.4,3.8
0,1.2,0.491,4.8,13.7,5.6,1.4,0.51,4.2,9.6,4.3
0,0.7,0.425,2.3,9.4,4.3,2.6,0.549,6.2,13.9,4.0
1,1.7,0.45,5.0,11.1,4.3,0.9,0.483,3.8,11.7,4.5
3,2.2,0.685,5.6,16.2,6.5,1.3,0.515,3.4,11.1,5.2
1,2.6,0.6359999999999999,6.6,16.5,6.6,2.4,0.524,6.1,13.0,3.6
3,0.5,0.449,3.1,9.6,5.3,0.9,0.375,2.8,8.8,4.0
3,2.4,0.6849999999999999,5.8,16.7,7.3,1.1,0.418,3.9,11.1,4.2
0,2.1,0.658,6.5,18.2,7.2,0.5,0.40700000000000003,3.2,9.1,3.8
0,0.5,0.374,2.8,8.3,5.0,1.9,0.62,6.1,17.1,6.9
3,2.0,0.48699999999999993,6.4,16.3,7.4,0.8,0.36,2.5,7.9,3.5
1,1.7,0.488,4.2,11.0,4.7,2.1,0.516,4.8,12.2,4.8
0,0.6,0.44000000000000006,3.6,10.3,5.1,2.0,0.508,4.1,11.3,4.2
3,1.5,0.557,3.8,11.8,6.1,1.4,0.631,4.8,13.8,6.2
0,0.7,0.461,3.8,11.5,3.4,2.4,0.532,6.3,13.8,4.1
1,1.0,0.528,3.7,14.1,6.4,0.8,0.483,3.6,11.0,3.8
0,1.3,0.5569999999999999,5.1,12.4,5.2,1.4,0.496,5.3,13.5,5.8
0,1.3,0.549,5.1,14.4,6.3,0.6,0.38500000000000006,2.4,7.7,4.6
0,1.5,0.471,4.9,10.7,4.0,1.9,0.6239999999999999,5.3,13.8,6.4
0,1.1,0.404,3.5,10.4,4.5,1.9,0.607,5.0,14.8,5.7
1,1.0,0.55,4.3,13.4,6.2,2.1,0.5419999999999999,6.3,14.5,4.7
0,1.3,0.40599999999999997,3.0,7.6,4.3,1.5,0.399,4.2,12.1,4.5
0,1.5,0.549,5.3,11.8,4.8,1.4,0.493,4.0,10.9,4.4
3,0.9,0.41600000000000004,2.7,9.5,4.2,1.6,0.491,5.4,13.9,6.0
1,1.9,0.59,5.6,13.9,6.6,0.9,0.446,3.1,9.6,4.2
1,0.7,0.375,3.0,8.1,5.0,1.0,0.485,4.1,11.6,4.0
3,2.0,0.6839999999999999,5.7,15.8,8.7,0.6,0.382,2.4,7.7,4.2
3,2.1,0.6809999999999999,5.7,16.4,8.0,1.5,0.466,4.8,13.4,6.3
3,1.5,0.45099999999999996,4.3,12.6,4.8,1.0,0.381,2.6,7.8,1.7
0,1.6,0.479,4.0,10.8,5.2,0.8,0.35700000000000004,2.6,7.7,4.0
3,1.3,0.42400000000000004,2.9,8.2,3.7,0.7,0.454,3.1,9.1,4.3
1,1.2,0.5549999999999999,4.2,11.7,6.2,1.1,0.437,4.2,11.6,4.3
3,1.3,0.567,3.5,12.4,5.8,1.4,0.5439999999999999,3.7,9.3,3.6
0,0.7,0.496,3.5,11.1,4.2,1.7,0.617,4.8,13.9,5.9
0,1.4444444444444444,0.6155555555555555,5.222222222222222,14.11111111111111,6.222222222222222,1.2,0.502,3.2,10.3,4.7
3,1.4,0.45499999999999996,3.8,12.2,4.5,0.6,0.43699999999999994,3.6,10.8,4.6
0,1.2,0.506,4.9,14.9,6.2,0.9,0.381,2.5,7.9,1.8
0,1.7,0.672,6.0,17.1,6.9,1.0,0.48600000000000004,3.0,10.3,4.9
0,1.4,0.617,5.4,14.3,6.3,1.5,0.49800000000000005,4.6,10.1,4.3
0,1.5,0.662,5.5,15.8,6.8,1.8,0.5960000000000001,5.3,15.2,5.9
0,0.8,0.388,2.5,8.4,3.7,1.7,0.617,5.7,15.8,6.4
0,0.7,0.4720000000000001,3.7,11.8,3.7,2.0,0.495,4.6,11.8,4.5
1,1.2,0.523,5.1,14.9,6.9,1.5,0.5229999999999999,4.2,12.4,4.3
0,1.9,0.49800000000000005,5.7,16.0,7.6,1.7,0.406,4.9,12.7,4.3
0,0.9,0.44799999999999995,3.9,10.2,4.4,1.1,0.634,3.8,13.1,6.5
0,1.1,0.458,3.5,9.8,4.6,0.9,0.485,3.8,11.4,4.1
3,1.2,0.532,4.3,14.1,6.4,2.0,0.595,5.0,14.2,5.9
0,1.2,0.418,4.0,11.9,4.7,1.0,0.433,3.7,10.3,4.0
3,1.2,0.635,5.4,15.0,6.3,1.0,0.43600000000000005,4.0,10.7,3.8
3,2.1,0.548,6.1,15.1,5.9,1.2,0.512,3.0,8.0,3.3
0,1.2,0.546,4.7,11.8,5.1,0.9,0.43999999999999995,3.3,9.0,4.6
3,1.5,0.509,4.6,12.9,4.8,1.9,0.622,4.8,13.5,6.3
3,1.5,0.43499999999999994,4.4,11.7,5.2,0.5,0.4,2.7,7.9,4.5
1,0.5,0.378,3.0,7.9,5.1,1.8,0.5509999999999999,5.6,12.7,4.5
3,1.9,0.617,6.1,15.4,7.1,0.7,0.357,2.9,8.1,4.1
3,2.2,0.686,5.8,16.0,8.5,1.4,0.504,4.0,11.2,4.2
0,1.5,0.461,4.6,10.5,3.7,1.2,0.641,4.5,14.4,6.6
0,1.2,0.43499999999999994,3.1,8.7,3.7,0.5,0.399,2.8,8.5,3.6
1,0.8,0.524,4.3,15.2,7.1,1.3,0.488,5.0,12.9,5.3
3,0.8,0.453,4.0,10.8,4.8,0.9,0.384,2.6,8.0,1.8
3,1.3,0.526,5.5,15.0,6.7,1.2,0.484,3.7,10.5,4.7
3,1.6,0.461,4.0,9.5,3.5,0.9,0.38,2.5,7.9,1.7
0,1.6,0.426,4.2,11.9,4.6,2.0,0.63,5.2,13.4,5.8
3,1.0,0.519,3.9,14.4,6.9,1.9,0.512,4.3,11.4,4.2
1,2.3,0.572,6.4,16.0,6.2,1.7,0.488,4.5,9.2,4.1
3,2.1,0.622,6.1,15.3,6.9,0.3,0.404,2.7,7.6,3.6
3,1.2,0.396,3.9,11.5,4.4,1.4,0.515,3.0,8.5,3.7
1,0.7,0.46799999999999997,3.6,12.2,3.9,1.4,0.414,4.4,12.1,4.2
0,1.2,0.54,4.0,12.2,5.2,1.9,0.605,5.4,15.0,6.1
1,0.9,0.389,3.0,9.4,3.7,0.9,0.475,2.9,10.2,4.6
3,1.9,0.501,6.2,16.4,7.1,1.1,0.516,3.7,11.5,5.1
0,0.8,0.44499999999999995,3.1,9.0,4.3,2.0,0.618,5.8,14.5,5.9
1,1.0,0.397,2.9,8.9,3.8,1.0,0.48599999999999993,3.9,11.2,4.4
3,1.4,0.63,5.4,14.9,5.8,1.3,0.521,3.4,9.3,3.9
3,1.2,0.501,5.3,14.8,7.4,1.7,0.595,4.8,13.3,6.3
1,1.2,0.40800000000000003,4.2,12.7,4.7,0.9,0.4600000000000001,3.4,9.7,4.8
3,2.6,0.5940000000000001,6.7,16.1,5.9,0.7,0.34800000000000003,3.3,8.6,4.2
0,0.8,0.5479999999999999,4.5,17.2,7.8,1.0,0.426,3.2,9.6,3.4
0,1.2,0.521,4.0,13.6,5.6,2.0,0.603,5.4,14.6,5.2
1,0.7,0.44300000000000006,2.6,8.7,3.7,1.2,0.5619999999999999,5.0,12.1,4.4
1,1.1,0.441,3.0,8.9,3.6,0.9,0.487,3.7,11.3,4.2
0,1.4,0.631,5.5,14.9,5.7,1.1,0.47800000000000004,4.8,12.3,5.0
0,1.1,0.653,5.2,15.4,7.2,1.0,0.637,3.6,13.1,6.3
3,2.2,0.697,6.3,16.6,9.2,1.0,0.438,3.3,9.5,4.7
0,0.8,0.44600000000000006,3.5,10.0,4.6,1.9,0.625,4.8,12.9,6.1
0,1.6,0.503,4.4,12.6,4.8,1.4,0.53,3.8,11.6,5.2
1,1.6,0.621,6.2,16.1,6.8,1.5,0.5489999999999999,5.5,12.5,4.7
3,1.7,0.4680000000000001,4.1,10.0,3.5,0.5,0.398,2.7,8.6,3.8
0,0.5,0.483,3.7,11.9,4.0,0.9,0.489,3.5,11.0,4.1
3,0.7,0.45,2.7,8.6,4.5,1.0,0.5269999999999999,2.9,8.9,4.7
